"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","UNIT","FREQUENCY","SCALE","1950-M12","1951-M01","1951-M02","1951-M03","1951-M04","1951-M05","1951-M06","1951-M07","1951-M08","1951-M09","1951-M10","1951-M11","1951-M12","1952-M01","1952-M02","1952-M03","1952-M04","1952-M05","1952-M06","1952-M07","1952-M08","1952-M09","1952-M10","1952-M11","1952-M12","1953-M01","1953-M02","1953-M03","1953-M04","1953-M05","1953-M06","1953-M07","1953-M08","1953-M09","1953-M10","1953-M11","1953-M12","1954-M01","1954-M02","1954-M03","1954-M04","1954-M05","1954-M06","1954-M07","1954-M08","1954-M09","1954-M10","1954-M11","1954-M12","1955-M01","1955-M02","1955-M03","1955-M04","1955-M05","1955-M06","1955-M07","1955-M08","1955-M09","1955-M10","1955-M11","1955-M12","1956-M01","1956-M02","1956-M03","1956-M04","1956-M05","1956-M06","1956-M07","1956-M08","1956-M09","1956-M10","1956-M11","1956-M12","1957-M01","1957-M02","1957-M03","1957-M04","1957-M05","1957-M06","1957-M07","1957-M08","1957-M09","1957-M10","1957-M11","1957-M12","1958-M01","1958-M02","1958-M03","1958-M04","1958-M05","1958-M06","1958-M07","1958-M08","1958-M09","1958-M10","1958-M11","1958-M12","1959-M01","1959-M02","1959-M03","1959-M04","1959-M05","1959-M06","1959-M07","1959-M08","1959-M09","1959-M10","1959-M11","1959-M12","1960-M01","1960-M02","1960-M03","1960-M04","1960-M05","1960-M06","1960-M07","1960-M08","1960-M09","1960-M10","1960-M11","1960-M12","1961-M01","1961-M02","1961-M03","1961-M04","1961-M05","1961-M06","1961-M07","1961-M08","1961-M09","1961-M10","1961-M11","1961-M12","1962-M01","1962-M02","1962-M03","1962-M04","1962-M05","1962-M06","1962-M07","1962-M08","1962-M09","1962-M10","1962-M11","1962-M12","1963-M01","1963-M02","1963-M03","1963-M04","1963-M05","1963-M06","1963-M07","1963-M08","1963-M09","1963-M10","1963-M11","1963-M12","1964-M01","1964-M02","1964-M03","1964-M04","1964-M05","1964-M06","1964-M07","1964-M08","1964-M09","1964-M10","1964-M11","1964-M12","1965-M01","1965-M02","1965-M03","1965-M04","1965-M05","1965-M06","1965-M07","1965-M08","1965-M09","1965-M10","1965-M11","1965-M12","1966-M01","1966-M02","1966-M03","1966-M04","1966-M05","1966-M06","1966-M07","1966-M08","1966-M09","1966-M10","1966-M11","1966-M12","1967-M01","1967-M02","1967-M03","1967-M04","1967-M05","1967-M06","1967-M07","1967-M08","1967-M09","1967-M10","1967-M11","1967-M12","1968-M01","1968-M02","1968-M03","1968-M04","1968-M05","1968-M06","1968-M07","1968-M08","1968-M09","1968-M10","1968-M11","1968-M12","1969-M01","1969-M02","1969-M03","1969-M04","1969-M05","1969-M06","1969-M07","1969-M08","1969-M09","1969-M10","1969-M11","1969-M12","1970-M01","1970-M02","1970-M03","1970-M04","1970-M05","1970-M06","1970-M07","1970-M08","1970-M09","1970-M10","1970-M11","1970-M12","1971-M01","1971-M02","1971-M03","1971-M04","1971-M05","1971-M06","1971-M07","1971-M08","1971-M09","1971-M10","1971-M11","1971-M12","1972-M01","1972-M02","1972-M03","1972-M04","1972-M05","1972-M06","1972-M07","1972-M08","1972-M09","1972-M10","1972-M11","1972-M12","1973-M01","1973-M02","1973-M03","1973-M04","1973-M05","1973-M06","1973-M07","1973-M08","1973-M09","1973-M10","1973-M11","1973-M12","1974-M01","1974-M02","1974-M03","1974-M04","1974-M05","1974-M06","1974-M07","1974-M08","1974-M09","1974-M10","1974-M11","1974-M12","1975-M01","1975-M02","1975-M03","1975-M04","1975-M05","1975-M06","1975-M07","1975-M08","1975-M09","1975-M10","1975-M11","1975-M12","1976-M01","1976-M02","1976-M03","1976-M04","1976-M05","1976-M06","1976-M07","1976-M08","1976-M09","1976-M10","1976-M11","1976-M12","1977-M01","1977-M02","1977-M03","1977-M04","1977-M05","1977-M06","1977-M07","1977-M08","1977-M09","1977-M10","1977-M11","1977-M12","1978-M01","1978-M02","1978-M03","1978-M04","1978-M05","1978-M06","1978-M07","1978-M08","1978-M09","1978-M10","1978-M11","1978-M12","1979-M01","1979-M02","1979-M03","1979-M04","1979-M05","1979-M06","1979-M07","1979-M08","1979-M09","1979-M10","1979-M11","1979-M12","1980-M01","1980-M02","1980-M03","1980-M04","1980-M05","1980-M06","1980-M07","1980-M08","1980-M09","1980-M10","1980-M11","1980-M12","1981-M01","1981-M02","1981-M03","1981-M04","1981-M05","1981-M06","1981-M07","1981-M08","1981-M09","1981-M10","1981-M11","1981-M12","1982-M01","1982-M02","1982-M03","1982-M04","1982-M05","1982-M06","1982-M07","1982-M08","1982-M09","1982-M10","1982-M11","1982-M12","1983-M01","1983-M02","1983-M03","1983-M04","1983-M05","1983-M06","1983-M07","1983-M08","1983-M09","1983-M10","1983-M11","1983-M12","1984-M01","1984-M02","1984-M03","1984-M04","1984-M05","1984-M06","1984-M07","1984-M08","1984-M09","1984-M10","1984-M11","1984-M12","1985-M01","1985-M02","1985-M03","1985-M04","1985-M05","1985-M06","1985-M07","1985-M08","1985-M09","1985-M10","1985-M11","1985-M12","1986-M01","1986-M02","1986-M03","1986-M04","1986-M05","1986-M06","1986-M07","1986-M08","1986-M09","1986-M10","1986-M11","1986-M12","1987-M01","1987-M02","1987-M03","1987-M04","1987-M05","1987-M06","1987-M07","1987-M08","1987-M09","1987-M10","1987-M11","1987-M12","1988-M01","1988-M02","1988-M03","1988-M04","1988-M05","1988-M06","1988-M07","1988-M08","1988-M09","1988-M10","1988-M11","1988-M12","1989-M01","1989-M02","1989-M03","1989-M04","1989-M05","1989-M06","1989-M07","1989-M08","1989-M09","1989-M10","1989-M11","1989-M12","1990-M01","1990-M02","1990-M03","1990-M04","1990-M05","1990-M06","1990-M07","1990-M08","1990-M09","1990-M10","1990-M11","1990-M12","1991-M01","1991-M02","1991-M03","1991-M04","1991-M05","1991-M06","1991-M07","1991-M08","1991-M09","1991-M10","1991-M11","1991-M12","1992-M01","1992-M02","1992-M03","1992-M04","1992-M05","1992-M06","1992-M07","1992-M08","1992-M09","1992-M10","1992-M11","1992-M12","1993-M01","1993-M02","1993-M03","1993-M04","1993-M05","1993-M06","1993-M07","1993-M08","1993-M09","1993-M10","1993-M11","1993-M12","1994-M01","1994-M02","1994-M03","1994-M04","1994-M05","1994-M06","1994-M07","1994-M08","1994-M09","1994-M10","1994-M11","1994-M12","1995-M01","1995-M02","1995-M03","1995-M04","1995-M05","1995-M06","1995-M07","1995-M08","1995-M09","1995-M10","1995-M11","1995-M12","1996-M01","1996-M02","1996-M03","1996-M04","1996-M05","1996-M06","1996-M07","1996-M08","1996-M09","1996-M10","1996-M11","1996-M12","1997-M01","1997-M02","1997-M03","1997-M04","1997-M05","1997-M06","1997-M07","1997-M08","1997-M09","1997-M10","1997-M11","1997-M12","1998-M01","1998-M02","1998-M03","1998-M04","1998-M05","1998-M06","1998-M07","1998-M08","1998-M09","1998-M10","1998-M11","1998-M12","1999-M01","1999-M02","1999-M03","1999-M04","1999-M05","1999-M06","1999-M07","1999-M08","1999-M09","1999-M10","1999-M11","1999-M12","2000-M01","2000-M02","2000-M03","2000-M04","2000-M05","2000-M06","2000-M07","2000-M08","2000-M09","2000-M10","2000-M11","2000-M12","2001-M01","2001-M02","2001-M03","2001-M04","2001-M05","2001-M06","2001-M07","2001-M08","2001-M09","2001-M10","2001-M11","2001-M12","2002-M01","2002-M02","2002-M03","2002-M04","2002-M05","2002-M06","2002-M07","2002-M08","2002-M09","2002-M10","2002-M11","2002-M12","2003-M01","2003-M02","2003-M03","2003-M04","2003-M05","2003-M06","2003-M07","2003-M08","2003-M09","2003-M10","2003-M11","2003-M12","2004-M01","2004-M02","2004-M03","2004-M04","2004-M05","2004-M06","2004-M07","2004-M08","2004-M09","2004-M10","2004-M11","2004-M12","2005-M01","2005-M02","2005-M03","2005-M04","2005-M05","2005-M06","2005-M07","2005-M08","2005-M09","2005-M10","2005-M11","2005-M12","2006-M01","2006-M02","2006-M03","2006-M04","2006-M05","2006-M06","2006-M07","2006-M08","2006-M09","2006-M10","2006-M11","2006-M12","2007-M01","2007-M02","2007-M03","2007-M04","2007-M05","2007-M06","2007-M07","2007-M08","2007-M09","2007-M10","2007-M11","2007-M12","2008-M01","2008-M02","2008-M03","2008-M04","2008-M05","2008-M06","2008-M07","2008-M08","2008-M09","2008-M10","2008-M11","2008-M12","2009-M01","2009-M02","2009-M03","2009-M04","2009-M05","2009-M06","2009-M07","2009-M08","2009-M09","2009-M10","2009-M11","2009-M12","2010-M01","2010-M02","2010-M03","2010-M04","2010-M05","2010-M06","2010-M07","2010-M08","2010-M09","2010-M10","2010-M11","2010-M12","2011-M01","2011-M02","2011-M03","2011-M04","2011-M05","2011-M06","2011-M07","2011-M08","2011-M09","2011-M10","2011-M11","2011-M12","2012-M01","2012-M02","2012-M03","2012-M04","2012-M05","2012-M06","2012-M07","2012-M08","2012-M09","2012-M10","2012-M11","2012-M12","2013-M01","2013-M02","2013-M03","2013-M04","2013-M05","2013-M06","2013-M07","2013-M08","2013-M09","2013-M10","2013-M11","2013-M12","2014-M01","2014-M02","2014-M03","2014-M04","2014-M05","2014-M06","2014-M07","2014-M08","2014-M09","2014-M10","2014-M11","2014-M12","2015-M01","2015-M02","2015-M03","2015-M04","2015-M05","2015-M06","2015-M07","2015-M08","2015-M09","2015-M10","2015-M11","2015-M12","2016-M01","2016-M02","2016-M03","2016-M04","2016-M05","2016-M06","2016-M07","2016-M08","2016-M09","2016-M10","2016-M11","2016-M12","2017-M01","2017-M02","2017-M03","2017-M04","2017-M05","2017-M06","2017-M07","2017-M08","2017-M09","2017-M10","2017-M11","2017-M12","2018-M01","2018-M02","2018-M03","2018-M04","2018-M05","2018-M06","2018-M07","2018-M08","2018-M09","2018-M10","2018-M11","2018-M12","2019-M01","2019-M02","2019-M03","2019-M04","2019-M05","2019-M06","2019-M07","2019-M08","2019-M09","2019-M10","2019-M11","2019-M12","2020-M01","2020-M02","2020-M03","2020-M04","2020-M05","2020-M06","2020-M07","2020-M08","2020-M09","2020-M10","2020-M11","2020-M12","2021-M01","2021-M02","2021-M03","2021-M04","2021-M05","2021-M06","2021-M07","2021-M08","2021-M09","2021-M10","2021-M11","2021-M12","2022-M01","2022-M02","2022-M03","2022-M04","2022-M05","2022-M06","2022-M07","2022-M08","2022-M09","2022-M10","2022-M11","2022-M12","2023-M01","2023-M02","2023-M03","2023-M04","2023-M05","2023-M06","2023-M07","2023-M08","2023-M09","2023-M10","2023-M11","2023-M12","2024-M01","2024-M02","2024-M03","2024-M04","2024-M05","2024-M06","2024-M07","2024-M08","2024-M09","2024-M10","2024-M11","2024-M12","2025-M01","2025-M02","2025-M03","2025-M04","2025-M05","2025-M06","2025-M07","2025-M08","2025-M09","2025-M10","2025-M11","2025-M12","2026-M01"
"IMF.STA:IL(13.0.1)","USA.TRGMV_REVS.XDR.M","OBS_VALUE","United States","Total reserves (gold at market value)","SDR","Monthly","Millions","24076.419999348","","","","","","","","","","","","24108.93209934649","","","","","","","","","","","","24521.14139933566","","","","","","","","","","","","23275.01069936883","","","","","","","","","","","","23003.20639937734","","","","","","","","","","","","22778.40469937849","","","","","","","","","","","","23608.92929936977","23620.9858","23779.0632","23948.7381","24145.8948","24222.3914","24381.45","24493.15","24515.4672","24624.687","24754.4771","24788.5002","24832.1","24893.5512","24781.668","24593.199","24159.027","23777.5112","23551.4093","23422.186","23247.6574","23032.0064","22827.234","22668.1581","22586.8448","22526.3745","22516.6274","22325.2748","22209.8494","22071.541","21920.74","21842.0957","21759.5192","21731.128","21794.2206","21664.4794","21543.4138","21539.3167","21445.6179","21411.2592","21344.4744","21284.0726","21219.6407","21070.7199","20890.3624","20553.05","20610.8482","19876.136","19664.164","19236.0448","19017.9492","19033.1781","19204.8512","19226.816","19348.0352","19304.9098","19736.7634","19615.6163","19270.884","18905.5596","18825.53","18726.7144","18550.4888","18366.5908","18225.3879","18162.1684","18542.242","17835.2574","17698.3943","17665.5888","17486.2179","17322.7032","17252.4639","17209.848","17146.1321","17238.616","17176.4252","17145.2579","17101.0332","16859.741","16823.1326","16869.4183","16997.0546","16852.7276","16878.648","16916.42","16805.9196","16929.6932","16934.7472","16891.3196","16626.8596","16664.2756","16726.0872","16570.0634","16439.1568","17059.574","16725.4936","16399.2363","16067.6729","15891.6845","15637.6581","15460.934","15802.68","15634.5567","15898.9464","15790.1942","15688.072","15592.2334","15498.3232","15292.84","15028.882","15084.6265","14964.7598","14958.9284","15023.4118","15217.2314","15086.8026","14948.504","14936.4965","14779.3647","14953.4466","14267.468","14053.603","13922.2024","13977.3909","14010.3572","14345.5375","14294.7589","14675.7283","14719.2878","14997.3826","15511.384","14898.992","14688.488","14857.8","15394.34","15075.094","16426.706","15863.053","15539.827","15891.766","16047.188","15660.08","17169.599","17857.18","17786.5998","17875.62","18204.24","18634.42","18644.342","18032.48","17970.376","18062.3648","18554.8996","17834.2725","16191.752","17031.416","17392.9352","17676.3834","17452.454","17207.5025","16317.89","16494.5332","16167.631","16065.586","15987.45","15858.535","15723.1576","15236.5158","15660.721","15732.31","15553.4514","15774.088","15573.7396","15034.93","15492.27","13775.602","14346.222","14286.0908","14638.06","13660.15998039746","15314.27097297502","14901.14187691836","14891.96073038267","15199.89071987889","17744.66286424479","19061.34069582132","19760.02785669274","19426.11500730984","18832.77434965969","18969.18451153125","18762.74904864527","18949.4757674985","19139.75010264594","21690.3647540346","22838.99141015475","22979.97244863605","28487.2349579415","30430.30867335377","28684.15388948994","25920.69338167917","25123.81472239506","24669.984059947","25360.68005361909","27938.59002988943","32726.46443712505","39653.88492383697","42010.41285174829","41197.11285965818","38526.09636930079","35730.14032897241","38497.59660653676","39557.34684112469","38733.55637413851","42110.68998592011","45542.36541797858","45493.73821632647","42584.8512185727","43268.09685399994","42819.95390665004","40807.8901599004","40599.20265683598","40742.90439759644","42263.05081220868","40788.83225475332","37594.65410840045","37296.05748680105","36672.57026516571","36863.84192344204","34419.49191559292","35428.74696214982","35409.28185478657","35724.30668827518","35743.10980738957","35672.41111614967","32738.51176323444","30896.58641618833","33887.51073829809","35716.2889939471","37914.78394207688","38010.78828496684","37596.74776673371","40551.9246909233","41905.53536413627","41186.11798416182","40466.27651475006","40297.41085332434","40169.72825630761","41062.22748983292","42856.66122737511","44052.00140229034","43677.7717514027","43939.91699110024","46507.71463765105","47472.44517697726","46797.08119128058","44483.41516031688","47837.17546436676","46716.83515548705","49683.61766899283","51014.73854025055","52437.07450838075","55045.66089097916","46880.83027858985","53306.86889595727","56818.95447474188","60082.14275443603","58636.76219590312","59966.87915661999","66818.56843504912","65341.61098401164","67685.08678476437","71376.41339345542","85729.53608851012","84073.10320579929","89877.35825796325","108749.5107027176","138782.3321865211","136729.0872268577","112823.7217317394","113949.2037872559","116246.8240864627","138696.60172848","132015.4412420485","135743.5931739063","143388.3032399336","138831.7134599111","139688.1064521845","134397.7686324489","121386.1471679696","120764.3294116137","126150.478327633","121866.4914578214","123782.8278362729","113822.6194729122","110861.034975505","115107.671107697","115157.5168583288","114557.2675600095","109532.3070753906","106453.6617417419","105551.9192722552","101754.7613541686","92803.91734637363","102509.2156123923","93987.01564896871","94629.63971341493","101292.9543219562","118860.2104310961","116254.6589579503","124546.0134786292","127810.2741105389","130036.8890838628","140924.0586983198","120068.5342844096","122860.2810298467","125936.5774574088","128233.4541517983","123939.8854008797","126454.1475534817","125095.741513163","121759.7723023476","115935.5264851876","123007.984311389","117588.5779109775","117206.2845438955","120268.4999487252","118490.0516351993","116826.9413445517","119703.6823087699","117843.8906118496","111796.188639825","113315.0003954997","113671.2063125","111537.8817300393","111278.319634","106972.9781421559","106527.1823989766","102961.3626005","111879.8171084552","109783.78745238","107933.520592","108644.0666098001","107967.7010170001","110222.0368676003","106442.72900535","108204.5751052399","107210.5578442","107410.78752","112176.5755900997","106617.3665864302","109099.0447412003","107322.0246643253","108707.0587798399","107455.6101944249","108163.3053892996","114400.9804695201","122053.1344716797","118926.7807256997","114743.0218464003","114359.3017130801","113011.3761554997","114560.9296861798","115297.8862492003","118208.8133715999","119035.2467199998","118409.8298696999","121919.2727300001","118863.4108692002","120751.0851448502","119745.1370764003","120082.267584","114007.81971262","111200.5533407997","105551.6500621252","109456.9307496853","107871.9244509999","110072.8979729501","110142.1159295002","113583.6679577601","115496.1142140503","109010.0062503202","109361.5408820001","109150.5310802252","107139.2369209249","107028.8794887997","105706.4799743996","107662.6268670399","106622.0659963798","111494.6380247998","118082.7317208004","115672.0983810001","116802.9455498603","119860.1934363001","123709.4969707404","130973.8004993216","128281.9766342","130629.5029386699","129056.1671012047","124307.1287596998","124037.3304241247","122794.8153145649","119790.5114284804","120380.6557079399","122269.4660804503","126050.7741217502","119427.8040555003","121112.1768505923","121669.1974985001","118349.1215251998","117372.3408347997","118909.3796359502","120027.4183595004","120511.8460816001","122011.3532979996","119055.5073340001","114788.7551099997","114436.4920000001","114956.0637652498","115532.1716097504","111346.0569078401","112746.6819968498","113365.1515279998","111598.4556840002","110778.2671602797","108794.20709125","108799.7242514323","110829.5535726802","105643.6962078699","107785.0453307997","108120.1918941501","107839.3074581758","107291.1429185997","106689.3458122001","107235.65670852","108581.6622482001","110548.348617474","115137.9678405135","115432.242399391","121246.9532764091","114714.8481429085","111201.4645417811","115050.0407275764","115673.3029941425","119849.4094280763","117448.3427493201","117645.2462653402","118830.8214956049","115364.9188261775","116183.5657217001","114770.0944512241","114105.4708013104","114514.7617553169","114963.316549999","113540.768729805","112047.4990688863","112060.0379107215","110445.5680127696","113022.536751553","112834.0143313488","114269.9938012963","114288.189311072","114954.9714770609","115955.2317774872","117712.4711971698","117244.33299725","117307.2888118505","118562.0369607784","118397.05153644","122494.958633712","121255.1011314049","121073.8319472119","120740.2764008899","121093.0911967931","119431.584605199","119394.2205862158","114477.6649269472","113694.447661616","113273.6430336821","112098.6023293","111728.216768968","105801.740100976","108516.7615636885","106192.4609340805","105347.826828959","105945.5730594899","103963.7590438132","103646.0089461631","103215.0925579335","104753.7079438747","100087.7588845695","98243.46718334803","99933.99577247735","103109.2720861957","101769.1889084974","102608.978363393","104398.2829828514","102222.612418742","103369.4644246858","102883.2179043125","99852.27224898513","103178.4427608937","102670.5525151786","104119.1840796336","103695.7148594565","103834.1081707724","102094.3792025963","100479.8446201936","101867.2823186172","97837.39686981063","96523.34587484124","94660.61698858194","93633.73245718712","101318.1016530429","101722.5876716767","100399.9160545571","99416.31616973016","98296.99568212403","100875.3744954878","98122.4114664936","96670.54891725176","96473.92043760284","98929.73257459289","97365.08450953024","97144.30184137442","97696.78996425328","96461.40681361027","97409.45467926675","98548.42658582232","96852.16405780651","96877.02999751627","95660.12733461694","96799.02907860756","99006.4247044301","100013.0816669355","98702.1731142101","99496.67441918253","106046.120278","103040.968277","102910.969494","103504.093138","105028.917844","107993.7081522","108665.3663818","108501.7633924","111651.4281156","110562.300417","108528.8182999","110348.5592608","113123.2894772","111593.2732702","111942.5838213","116042.827591","118903.847344","115556.0039347778","113978.3311943205","113761.2134171164","116747.2450380993","115012.2742252307","116640.460044302","121701.8077232917","122306.4915198502","121618.4606419962","123217.6618035938","123841.1986171691","120677.2921601921","119755.1101914592","124944.5143066781","118934.9498190749","118891.3581974904","119450.964707075","118474.2288665007","121908.7879593315","122701.4966153183","123094.6991746634","126470.1348292656","122642.5642662728","118861.1771425797","119453.0318324781","118936.8140305845","120269.5382209698","118702.8765125664","123474.091269734","121060.9174024579","119531.8977563986","126934.2338615443","126071.500168463","131548.9728025834","131717.3910555624","140665.7286069344","139195.9794041633","143340.5449864838","152414.0461525621","151794.26652293","146902.1789239655","149552.599949781","146863.0432523119","143513.1806264757","143528.2283931385","149082.1680937679","146961.2129661128","150405.5814468234","152007.4566945485","151343.2351514045","152680.5945293084","150258.9906002804","148585.0917055108","150216.7929560851","151500.8985603965","162093.5636103832","168612.0994800507","166527.972525884","175636.3009386328","189563.7378569259","196459.7056113011","187797.2145561477","179270.6656414938","182485.2348704046","188513.0879389317","187457.6763833657","177859.3950264759","187570.3400714933","167851.0889419385","185036.2526135108","190905.3311076638","204280.5282066264","212015.9803890246","203053.5974375814","196979.7714440292","210451.1905891965","202817.2655657932","204359.3916770681","233494.6015136388","242141.3085505958","248827.0788229663","267942.6205957909","257767.0265427231","257976.9317168235","266254.8946804172","268851.7483817246","280463.3091116904","290907.5781297359","296692.6484118808","279074.1183816326","293743.5588226415","298059.83779254","303173.8256500014","315265.6414105898","317478.8821527811","300851.6819165902","311729.5086944142","318239.6346913144","329113.3846644682","335899.9048258036","331348.0436839553","353041.622194821","381419.2691109614","359288.6443800583","371999.7837986232","382560.5291534033","349950.4990264764","383146.566002168","386044.1190632592","369752.7324814666","369690.1616792482","361024.0485078855","366904.7134004786","372924.3439746136","375516.196902609","393243.92705677","383431.8127187734","385442.6287112234","373648.6774769445","373821.4089959763","365181.1069171372","369016.5454139823","344530.0764370636","332046.8180542012","296795.6498587749","317279.7695669462","329603.4478031047","315226.7346116271","313561.0147023346","300760.0801782201","291239.7161899536","300162.6864189865","310870.4645213152","304752.7093087732","303401.0529399823","298961.3871978443","309210.7477068335","305599.2954159248","307233.960839365","299562.1424350269","290661.9621095545","294956.67798103","299844.4794600704","315729.2299173355","306336.4123488167","303465.363730317","297837.2219680966","302080.9055419668","296371.2463831756","283578.7538146536","289684.6054345549","285300.7119690424","291328.2598914668","279328.6262036527","276914.2167150082","287492.0463715982","310647.6823825089","306753.085266885","314809.9759191922","303027.9511805349","324936.8058463742","330348.8856519168","323908.4781429082","327566.6440471099","322164.5891429655","306737.5918574987","301965.9587971874","312980.9939964573","321722.8613485481","319327.7470255904","321044.955301227","319127.314067568","313227.7327429498","315476.3427851162","322979.9927482566","317238.1922938645","315895.3009179431","315919.7316941855","316883.937543857","320427.7524544112","317659.9621772859","317441.2885506474","317718.7187201082","319874.6552591612","313562.9096412457","308164.6437651614","305359.766840896","303280.3723176032","311287.7480610372","311481.1317533626","323489.9454740571","329367.8940687123","328863.1502558891","326223.2619923116","325845.0343660166","330070.4025962281","349419.5667065234","357060.120417778","377947.1512586185","370392.7399820914","371818.3913265102","363263.8013774628","373655.6437690006","386428.0102367309","392023.3382254568","393909.9935283444","412051.3300799426","417815.5335935539","425388.6025257209","454861.0548211386","451889.3420751827","441427.8885554379","439587.0080306576","413298.3653400448","436286.5189051273","430558.6530443035","408623.0813710172","402350.9695054096","412481.2866211925","434428.0421380262","413766.0499110416","424802.416399181","503250.5536017474","493462.3266701778","497407.2038952766","507593.0685038323","511685.7773998895","509265.911541898","529929.4062196799","538956.7110201993","542824.3306449849","527590.2382748209","529212.4393261547","517910.2659875178","516217.652444898","512760.8130182112","506782.9728941406","522621.2043150015","530974.5838342169","548148.1932227121","533996.1221088426","560229.817428589","559818.4243736203","561718.4748099774","551111.2445850195","557948.8296219258","556920.1013706417","546841.0088176619","572132.1881968144","573481.8553289039","576465.4744340779","578912.9730788314","578659.8744673146","613127.8631502593","632688.88995905","639255.2955445333","639077.3146449221","653900.2289521108","664850.5671709233","683667.6751129795","711803.0898144414","702994.0799793069","697808.7436799972","739558.9426658716","742092.0183667801","789633.641426363","815774.2056292908","810901.7861915876","803711.5280114104","814222.6591582457","833691.5640725046","907940.6300190123","949584.6731747842","984363.5550850954","1011642.397223395","1120196.229385678"
